,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
409,NSW1,2016/09/09 13:00:00,7910.99,30.51,TRADE
410,NSW1,2016/09/09 13:30:00,7912.32,30.92,TRADE
411,NSW1,2016/09/09 14:00:00,7956.75,30.37,TRADE
412,NSW1,2016/09/09 14:30:00,7971.73,30.82,TRADE
413,NSW1,2016/09/09 15:00:00,8028.32,31.76,TRADE
414,NSW1,2016/09/09 15:30:00,8083.96,31.3,TRADE
415,NSW1,2016/09/09 16:00:00,8234.81,34.54,TRADE
416,NSW1,2016/09/09 16:30:00,8314.53,30.84,TRADE
417,NSW1,2016/09/09 17:00:00,8349.12,34.79,TRADE
418,NSW1,2016/09/09 17:30:00,8520.64,36.96,TRADE
419,NSW1,2016/09/09 18:00:00,8786.06,41.49,TRADE
420,NSW1,2016/09/09 18:30:00,8910.77,39.45,TRADE
421,NSW1,2016/09/09 19:00:00,8812.96,35.13,TRADE
422,NSW1,2016/09/09 19:30:00,8544.08,30.99,TRADE
423,NSW1,2016/09/09 20:00:00,8372.61,30.71,TRADE
424,NSW1,2016/09/09 20:30:00,8176.1,32.01,TRADE
425,NSW1,2016/09/09 21:00:00,8020.41,31.34,TRADE
426,NSW1,2016/09/09 21:30:00,7885.47,30.76,TRADE
427,NSW1,2016/09/09 22:00:00,7702.28,30.61,TRADE
428,NSW1,2016/09/09 22:30:00,7834.73,67.43,TRADE
429,NSW1,2016/09/09 23:00:00,7726.79,39.36,TRADE
430,NSW1,2016/09/09 23:30:00,7678.6,35.69,TRADE
431,NSW1,2016/09/10 00:00:00,7757.21,38.06,TRADE
432,NSW1,2016/09/10 00:30:00,7529.57,30.48,TRADE
433,NSW1,2016/09/10 01:00:00,7315.65,30.51,TRADE
434,NSW1,2016/09/10 01:30:00,7059.16,29.99,TRADE
435,NSW1,2016/09/10 02:00:00,6892.57,30.21,TRADE
436,NSW1,2016/09/10 02:30:00,6557.35,29.96,TRADE
437,NSW1,2016/09/10 03:00:00,6364.7,29.93,TRADE
438,NSW1,2016/09/10 03:30:00,6184.97,29.55,TRADE
439,NSW1,2016/09/10 04:00:00,5997.5,28.95,TRADE
440,NSW1,2016/09/10 04:30:00,5921.77,27.25,TRADE
441,NSW1,2016/09/10 05:00:00,5898.55,26.72,TRADE
442,NSW1,2016/09/10 05:30:00,5977.81,28.25,TRADE
443,NSW1,2016/09/10 06:00:00,6073.49,28.77,TRADE
444,NSW1,2016/09/10 06:30:00,6293.97,29.53,TRADE
445,NSW1,2016/09/10 07:00:00,6565.71,30.72,TRADE
446,NSW1,2016/09/10 07:30:00,6864.62,30.8,TRADE
447,NSW1,2016/09/10 08:00:00,7189.29,35.63,TRADE
448,NSW1,2016/09/10 08:30:00,7465.41,42.29,TRADE
449,NSW1,2016/09/10 09:00:00,7616.8,53.57,TRADE
450,NSW1,2016/09/10 09:30:00,7751.69,59.63,TRADE
451,NSW1,2016/09/10 10:00:00,7666.62,44.71,TRADE
452,NSW1,2016/09/10 10:30:00,7621.04,46.78,TRADE
453,NSW1,2016/09/10 11:00:00,7419.44,39.86,TRADE
454,NSW1,2016/09/10 11:30:00,7344.92,34.02,TRADE
455,NSW1,2016/09/10 12:00:00,7271.07,31.88,TRADE
456,NSW1,2016/09/10 12:30:00,7229.11,32.54,TRADE
457,NSW1,2016/09/10 13:00:00,7131.02,31.12,TRADE
458,NSW1,2016/09/10 13:30:00,7035.59,33.94,TRADE
459,NSW1,2016/09/10 14:00:00,6962.43,30.19,TRADE
460,NSW1,2016/09/10 14:30:00,6993.69,33.61,TRADE
461,NSW1,2016/09/10 15:00:00,6990.8,31.89,TRADE
462,NSW1,2016/09/10 15:30:00,7059.27,33.51,TRADE
463,NSW1,2016/09/10 16:00:00,7193.21,30.99,TRADE
464,NSW1,2016/09/10 16:30:00,7343.12,33.86,TRADE
465,NSW1,2016/09/10 17:00:00,7535.53,33.32,TRADE
466,NSW1,2016/09/10 17:30:00,7693.18,45.89,TRADE
467,NSW1,2016/09/10 18:00:00,8063.51,61.28,TRADE
468,NSW1,2016/09/10 18:30:00,8323.85,78.53,TRADE
469,NSW1,2016/09/10 19:00:00,8323.09,77.73,TRADE
470,NSW1,2016/09/10 19:30:00,8107.08,55.76,TRADE
471,NSW1,2016/09/10 20:00:00,7938.7,50.91,TRADE
472,NSW1,2016/09/10 20:30:00,7774.55,41.95,TRADE
473,NSW1,2016/09/10 21:00:00,7659.94,36.65,TRADE
474,NSW1,2016/09/10 21:30:00,7634.22,38.86,TRADE
475,NSW1,2016/09/10 22:00:00,7507.9,33.11,TRADE
476,NSW1,2016/09/10 22:30:00,7538.01,34.25,TRADE
477,NSW1,2016/09/10 23:00:00,7409.7,36.71,TRADE
478,NSW1,2016/09/10 23:30:00,7354.27,39.23,TRADE
479,NSW1,2016/09/11 00:00:00,7217.98,41.78,TRADE
480,NSW1,2016/09/11 00:30:00,6988.12,37.77,TRADE
481,NSW1,2016/09/11 01:00:00,6845.15,43.06,TRADE
482,NSW1,2016/09/11 01:30:00,6695.72,37.91,TRADE
483,NSW1,2016/09/11 02:00:00,6474.85,49.17,TRADE
484,NSW1,2016/09/11 02:30:00,6242.16,52.76,TRADE
485,NSW1,2016/09/11 03:00:00,6009.02,52.81,TRADE
486,NSW1,2016/09/11 03:30:00,5911.17,48.27,TRADE
487,NSW1,2016/09/11 04:00:00,5856.86,41.5,TRADE
488,NSW1,2016/09/11 04:30:00,5786.18,57.84,TRADE
489,NSW1,2016/09/11 05:00:00,5885.28,63.67,TRADE
490,NSW1,2016/09/11 05:30:00,6028.89,65.08,TRADE
491,NSW1,2016/09/11 06:00:00,6065.46,60.23,TRADE
492,NSW1,2016/09/11 06:30:00,6238.52,41.78,TRADE
493,NSW1,2016/09/11 07:00:00,6390.8,36.01,TRADE
494,NSW1,2016/09/11 07:30:00,6622.74,39.21,TRADE
495,NSW1,2016/09/11 08:00:00,6931.33,40.09,TRADE
496,NSW1,2016/09/11 08:30:00,7089.35,42.57,TRADE
497,NSW1,2016/09/11 09:00:00,7224.87,47.49,TRADE
498,NSW1,2016/09/11 09:30:00,7289.09,42.82,TRADE
499,NSW1,2016/09/11 10:00:00,7155.39,36.87,TRADE
500,NSW1,2016/09/11 10:30:00,7100.22,34.42,TRADE
501,NSW1,2016/09/11 11:00:00,6966.97,31.81,TRADE
502,NSW1,2016/09/11 11:30:00,6836.47,34.27,TRADE
503,NSW1,2016/09/11 12:00:00,6707.41,37.25,TRADE
504,NSW1,2016/09/11 12:30:00,6656.84,36.16,TRADE
505,NSW1,2016/09/11 13:00:00,6608.18,34.57,TRADE
506,NSW1,2016/09/11 13:30:00,6593.51,34.4,TRADE
507,NSW1,2016/09/11 14:00:00,6615.37,36.7,TRADE
508,NSW1,2016/09/11 14:30:00,6611.43,36.42,TRADE
509,NSW1,2016/09/11 15:00:00,6634.06,38.29,TRADE
510,NSW1,2016/09/11 15:30:00,6770.85,48.98,TRADE
511,NSW1,2016/09/11 16:00:00,6919.72,66.33,TRADE
512,NSW1,2016/09/11 16:30:00,7063.41,59.05,TRADE
513,NSW1,2016/09/11 17:00:00,7285.18,55.11,TRADE
514,NSW1,2016/09/11 17:30:00,7543.8,55.5,TRADE
515,NSW1,2016/09/11 18:00:00,8049.0,61.26,TRADE
516,NSW1,2016/09/11 18:30:00,8550.37,183.8,TRADE
517,NSW1,2016/09/11 19:00:00,8622.87,112.5,TRADE
518,NSW1,2016/09/11 19:30:00,8496.04,68.29,TRADE
519,NSW1,2016/09/11 20:00:00,8249.41,54.22,TRADE
520,NSW1,2016/09/11 20:30:00,8128.88,52.44,TRADE
521,NSW1,2016/09/11 21:00:00,7985.94,47.0,TRADE
522,NSW1,2016/09/11 21:30:00,7763.05,39.03,TRADE
523,NSW1,2016/09/11 22:00:00,7581.15,36.74,TRADE
524,NSW1,2016/09/11 22:30:00,7489.47,42.32,TRADE
525,NSW1,2016/09/11 23:00:00,7255.0,36.23,TRADE
526,NSW1,2016/09/11 23:30:00,7199.96,36.4,TRADE
527,NSW1,2016/09/12 00:00:00,7088.97,38.77,TRADE
528,NSW1,2016/09/12 00:30:00,6947.41,31.4,TRADE
529,NSW1,2016/09/12 01:00:00,6844.97,30.78,TRADE
530,NSW1,2016/09/12 01:30:00,6654.16,30.27,TRADE
531,NSW1,2016/09/12 02:00:00,6522.03,30.54,TRADE
532,NSW1,2016/09/12 02:30:00,6243.28,30.64,TRADE
533,NSW1,2016/09/12 03:00:00,6049.99,29.69,TRADE
534,NSW1,2016/09/12 03:30:00,5980.41,29.83,TRADE
535,NSW1,2016/09/12 04:00:00,5908.39,30.05,TRADE
536,NSW1,2016/09/12 04:30:00,6003.59,26.92,TRADE
537,NSW1,2016/09/12 05:00:00,6138.86,30.43,TRADE
538,NSW1,2016/09/12 05:30:00,6511.31,33.77,TRADE
539,NSW1,2016/09/12 06:00:00,6920.0,44.85,TRADE
540,NSW1,2016/09/12 06:30:00,7570.73,56.39,TRADE
541,NSW1,2016/09/12 07:00:00,8103.29,60.49,TRADE
542,NSW1,2016/09/12 07:30:00,8315.93,43.52,TRADE
543,NSW1,2016/09/12 08:00:00,8386.61,57.43,TRADE
544,NSW1,2016/09/12 08:30:00,8349.92,58.42,TRADE
545,NSW1,2016/09/12 09:00:00,8137.22,42.6,TRADE
546,NSW1,2016/09/12 09:30:00,8090.33,39.16,TRADE
547,NSW1,2016/09/12 10:00:00,8017.79,36.9,TRADE
548,NSW1,2016/09/12 10:30:00,7942.65,36.96,TRADE
549,NSW1,2016/09/12 11:00:00,7867.8,36.96,TRADE
550,NSW1,2016/09/12 11:30:00,7766.17,36.86,TRADE
551,NSW1,2016/09/12 12:00:00,7727.59,36.96,TRADE
552,NSW1,2016/09/12 12:30:00,7712.49,38.63,TRADE
553,NSW1,2016/09/12 13:00:00,7707.25,41.96,TRADE
554,NSW1,2016/09/12 13:30:00,7679.93,41.96,TRADE
555,NSW1,2016/09/12 14:00:00,7669.68,41.96,TRADE
556,NSW1,2016/09/12 14:30:00,7748.85,47.69,TRADE
557,NSW1,2016/09/12 15:00:00,7820.24,51.4,TRADE
558,NSW1,2016/09/12 15:30:00,7841.94,53.06,TRADE
559,NSW1,2016/09/12 16:00:00,7958.65,56.8,TRADE
560,NSW1,2016/09/12 16:30:00,8092.85,51.35,TRADE
561,NSW1,2016/09/12 17:00:00,8242.43,55.7,TRADE
562,NSW1,2016/09/12 17:30:00,8474.08,52.19,TRADE
563,NSW1,2016/09/12 18:00:00,8869.06,64.91,TRADE
564,NSW1,2016/09/12 18:30:00,9284.23,89.73,TRADE
565,NSW1,2016/09/12 19:00:00,9263.1,77.36,TRADE
566,NSW1,2016/09/12 19:30:00,8975.13,54.8,TRADE
567,NSW1,2016/09/12 20:00:00,8764.05,58.42,TRADE
568,NSW1,2016/09/12 20:30:00,8619.72,56.56,TRADE
569,NSW1,2016/09/12 21:00:00,8330.31,45.31,TRADE
570,NSW1,2016/09/12 21:30:00,8096.13,43.41,TRADE
571,NSW1,2016/09/12 22:00:00,7878.35,36.43,TRADE
572,NSW1,2016/09/12 22:30:00,7940.3,52.54,TRADE
573,NSW1,2016/09/12 23:00:00,7768.25,42.48,TRADE
574,NSW1,2016/09/12 23:30:00,7766.33,46.5,TRADE
575,NSW1,2016/09/13 00:00:00,7655.94,36.73,TRADE
576,NSW1,2016/09/13 00:30:00,7443.27,36.41,TRADE
577,NSW1,2016/09/13 01:00:00,7262.54,34.43,TRADE
578,NSW1,2016/09/13 01:30:00,7132.29,31.62,TRADE
579,NSW1,2016/09/13 02:00:00,6938.57,31.05,TRADE
580,NSW1,2016/09/13 02:30:00,6659.07,30.77,TRADE
581,NSW1,2016/09/13 03:00:00,6380.47,30.76,TRADE
582,NSW1,2016/09/13 03:30:00,6219.1,30.23,TRADE
583,NSW1,2016/09/13 04:00:00,6193.77,30.23,TRADE
584,NSW1,2016/09/13 04:30:00,6150.99,31.94,TRADE
585,NSW1,2016/09/13 05:00:00,6226.48,31.43,TRADE
586,NSW1,2016/09/13 05:30:00,6472.3,31.64,TRADE
587,NSW1,2016/09/13 06:00:00,6848.68,37.4,TRADE
588,NSW1,2016/09/13 06:30:00,7462.59,54.43,TRADE
589,NSW1,2016/09/13 07:00:00,7976.2,65.48,TRADE
590,NSW1,2016/09/13 07:30:00,8168.07,54.52,TRADE
591,NSW1,2016/09/13 08:00:00,8434.69,60.27,TRADE
592,NSW1,2016/09/13 08:30:00,8468.44,60.96,TRADE
593,NSW1,2016/09/13 09:00:00,8325.24,59.85,TRADE
594,NSW1,2016/09/13 09:30:00,8406.87,68.26,TRADE
595,NSW1,2016/09/13 10:00:00,8314.89,57.82,TRADE
596,NSW1,2016/09/13 10:30:00,8319.44,56.67,TRADE
597,NSW1,2016/09/13 11:00:00,8257.55,51.09,TRADE
598,NSW1,2016/09/13 11:30:00,8166.39,54.74,TRADE
599,NSW1,2016/09/13 12:00:00,8140.66,55.5,TRADE
600,NSW1,2016/09/13 12:30:00,8163.37,57.07,TRADE
601,NSW1,2016/09/13 13:00:00,8077.59,54.91,TRADE
602,NSW1,2016/09/13 13:30:00,8083.86,55.39,TRADE
603,NSW1,2016/09/13 14:00:00,8062.65,60.61,TRADE
604,NSW1,2016/09/13 14:30:00,8079.72,64.43,TRADE
605,NSW1,2016/09/13 15:00:00,8094.5,61.33,TRADE
606,NSW1,2016/09/13 15:30:00,8113.37,64.43,TRADE
607,NSW1,2016/09/13 16:00:00,8205.23,67.55,TRADE
608,NSW1,2016/09/13 16:30:00,8340.73,64.78,TRADE
609,NSW1,2016/09/13 17:00:00,8542.89,56.98,TRADE
610,NSW1,2016/09/13 17:30:00,8678.38,52.29,TRADE
611,NSW1,2016/09/13 18:00:00,9096.85,64.87,TRADE
612,NSW1,2016/09/13 18:30:00,9301.85,79.67,TRADE
613,NSW1,2016/09/13 19:00:00,9226.19,72.0,TRADE
614,NSW1,2016/09/13 19:30:00,8987.4,54.59,TRADE
615,NSW1,2016/09/13 20:00:00,8779.71,55.51,TRADE
616,NSW1,2016/09/13 20:30:00,8555.28,56.65,TRADE
617,NSW1,2016/09/13 21:00:00,8387.84,48.45,TRADE
618,NSW1,2016/09/13 21:30:00,8074.22,38.65,TRADE
619,NSW1,2016/09/13 22:00:00,7824.11,33.84,TRADE
620,NSW1,2016/09/13 22:30:00,7903.85,48.61,TRADE
621,NSW1,2016/09/13 23:00:00,7726.68,34.88,TRADE
622,NSW1,2016/09/13 23:30:00,7657.77,39.47,TRADE
623,NSW1,2016/09/14 00:00:00,7576.27,34.37,TRADE
624,NSW1,2016/09/14 00:30:00,7406.65,30.69,TRADE
625,NSW1,2016/09/14 01:00:00,7222.56,30.9,TRADE
626,NSW1,2016/09/14 01:30:00,7047.02,30.37,TRADE
627,NSW1,2016/09/14 02:00:00,6830.42,30.05,TRADE
628,NSW1,2016/09/14 02:30:00,6517.64,28.81,TRADE
629,NSW1,2016/09/14 03:00:00,6199.61,28.3,TRADE
630,NSW1,2016/09/14 03:30:00,6045.89,26.7,TRADE
631,NSW1,2016/09/14 04:00:00,5989.04,27.07,TRADE
632,NSW1,2016/09/14 04:30:00,6024.19,27.13,TRADE
633,NSW1,2016/09/14 05:00:00,6107.73,27.22,TRADE
634,NSW1,2016/09/14 05:30:00,6413.81,29.88,TRADE
635,NSW1,2016/09/14 06:00:00,6838.38,31.06,TRADE
636,NSW1,2016/09/14 06:30:00,7452.23,51.55,TRADE
637,NSW1,2016/09/14 07:00:00,7943.38,56.53,TRADE
638,NSW1,2016/09/14 07:30:00,8186.34,50.25,TRADE
639,NSW1,2016/09/14 08:00:00,8432.95,74.04,TRADE
640,NSW1,2016/09/14 08:30:00,8584.99,78.76,TRADE
641,NSW1,2016/09/14 09:00:00,8522.84,60.76,TRADE
642,NSW1,2016/09/14 09:30:00,8506.6,66.78,TRADE
643,NSW1,2016/09/14 10:00:00,8492.55,58.99,TRADE
644,NSW1,2016/09/14 10:30:00,8429.5,54.81,TRADE
645,NSW1,2016/09/14 11:00:00,8303.4,52.41,TRADE
646,NSW1,2016/09/14 11:30:00,8235.48,51.29,TRADE
647,NSW1,2016/09/14 12:00:00,8156.31,50.19,TRADE
648,NSW1,2016/09/14 12:30:00,8087.44,50.99,TRADE
649,NSW1,2016/09/14 13:00:00,8037.46,51.53,TRADE
650,NSW1,2016/09/14 13:30:00,8052.64,52.48,TRADE
651,NSW1,2016/09/14 14:00:00,8123.93,55.03,TRADE
652,NSW1,2016/09/14 14:30:00,8126.99,55.43,TRADE
653,NSW1,2016/09/14 15:00:00,8150.64,55.95,TRADE
654,NSW1,2016/09/14 15:30:00,8118.48,50.42,TRADE
655,NSW1,2016/09/14 16:00:00,8228.5,56.7,TRADE
656,NSW1,2016/09/14 16:30:00,8335.29,55.78,TRADE
657,NSW1,2016/09/14 17:00:00,8457.08,59.29,TRADE
658,NSW1,2016/09/14 17:30:00,8530.95,50.88,TRADE
659,NSW1,2016/09/14 18:00:00,8825.02,55.03,TRADE
660,NSW1,2016/09/14 18:30:00,9107.08,74.67,TRADE
661,NSW1,2016/09/14 19:00:00,9065.46,72.75,TRADE
662,NSW1,2016/09/14 19:30:00,8906.54,62.61,TRADE
663,NSW1,2016/09/14 20:00:00,8693.38,58.82,TRADE
664,NSW1,2016/09/14 20:30:00,8476.75,55.96,TRADE
665,NSW1,2016/09/14 21:00:00,8305.78,50.92,TRADE
666,NSW1,2016/09/14 21:30:00,8094.34,48.0,TRADE
667,NSW1,2016/09/14 22:00:00,7899.72,43.19,TRADE
668,NSW1,2016/09/14 22:30:00,7933.81,99.86,TRADE
669,NSW1,2016/09/14 23:00:00,7720.71,47.5,TRADE
670,NSW1,2016/09/14 23:30:00,7630.03,49.72,TRADE
671,NSW1,2016/09/15 00:00:00,7574.63,42.95,TRADE
672,NSW1,2016/09/15 00:30:00,7327.22,36.13,TRADE
673,NSW1,2016/09/15 01:00:00,7130.5,32.23,TRADE
674,NSW1,2016/09/15 01:30:00,6989.84,40.9,TRADE
675,NSW1,2016/09/15 02:00:00,6788.4,40.6,TRADE
676,NSW1,2016/09/15 02:30:00,6456.18,32.11,TRADE
677,NSW1,2016/09/15 03:00:00,6176.21,32.07,TRADE
678,NSW1,2016/09/15 03:30:00,6023.75,30.19,TRADE
679,NSW1,2016/09/15 04:00:00,5930.11,30.33,TRADE
680,NSW1,2016/09/15 04:30:00,5917.94,30.61,TRADE
681,NSW1,2016/09/15 05:00:00,6036.29,32.65,TRADE
682,NSW1,2016/09/15 05:30:00,6357.34,32.83,TRADE
683,NSW1,2016/09/15 06:00:00,6705.29,30.43,TRADE
684,NSW1,2016/09/15 06:30:00,7298.13,37.01,TRADE
685,NSW1,2016/09/15 07:00:00,7881.52,53.62,TRADE
686,NSW1,2016/09/15 07:30:00,8103.76,51.99,TRADE
687,NSW1,2016/09/15 08:00:00,8270.32,61.51,TRADE
688,NSW1,2016/09/15 08:30:00,8282.05,64.98,TRADE
689,NSW1,2016/09/15 09:00:00,8124.9,50.74,TRADE
690,NSW1,2016/09/15 09:30:00,8086.06,45.75,TRADE
691,NSW1,2016/09/15 10:00:00,8001.23,44.55,TRADE
692,NSW1,2016/09/15 10:30:00,7955.87,35.01,TRADE
693,NSW1,2016/09/15 11:00:00,7938.8,35.74,TRADE
694,NSW1,2016/09/15 11:30:00,7862.92,32.47,TRADE
695,NSW1,2016/09/15 12:00:00,7881.29,36.95,TRADE
696,NSW1,2016/09/15 12:30:00,7862.26,36.04,TRADE
697,NSW1,2016/09/15 13:00:00,7845.83,32.36,TRADE
698,NSW1,2016/09/15 13:30:00,7878.12,35.29,TRADE
699,NSW1,2016/09/15 14:00:00,7880.98,43.17,TRADE
700,NSW1,2016/09/15 14:30:00,7811.03,36.1,TRADE
701,NSW1,2016/09/15 15:00:00,7909.9,41.4,TRADE
702,NSW1,2016/09/15 15:30:00,7916.0,41.82,TRADE
703,NSW1,2016/09/15 16:00:00,7996.4,40.61,TRADE
704,NSW1,2016/09/15 16:30:00,8085.81,44.61,TRADE
705,NSW1,2016/09/15 17:00:00,8227.09,50.15,TRADE
706,NSW1,2016/09/15 17:30:00,8492.55,40.43,TRADE
707,NSW1,2016/09/15 18:00:00,8908.48,48.18,TRADE
708,NSW1,2016/09/15 18:30:00,9167.42,49.5,TRADE
709,NSW1,2016/09/15 19:00:00,9145.98,53.9,TRADE
710,NSW1,2016/09/15 19:30:00,8925.7,49.33,TRADE
711,NSW1,2016/09/15 20:00:00,8725.61,48.16,TRADE
712,NSW1,2016/09/15 20:30:00,8578.58,46.74,TRADE
713,NSW1,2016/09/15 21:00:00,8395.54,44.99,TRADE
714,NSW1,2016/09/15 21:30:00,8180.42,39.06,TRADE
715,NSW1,2016/09/15 22:00:00,7954.61,35.04,TRADE
716,NSW1,2016/09/15 22:30:00,7941.31,61.56,TRADE
717,NSW1,2016/09/15 23:00:00,7804.92,46.41,TRADE
718,NSW1,2016/09/15 23:30:00,7758.63,45.39,TRADE
719,NSW1,2016/09/16 00:00:00,7666.83,40.63,TRADE
720,NSW1,2016/09/16 00:30:00,7431.83,38.69,TRADE
721,NSW1,2016/09/16 01:00:00,7312.46,37.77,TRADE
722,NSW1,2016/09/16 01:30:00,7147.24,35.09,TRADE
723,NSW1,2016/09/16 02:00:00,6928.46,34.36,TRADE
724,NSW1,2016/09/16 02:30:00,6584.61,32.3,TRADE
725,NSW1,2016/09/16 03:00:00,6337.03,29.77,TRADE
726,NSW1,2016/09/16 03:30:00,6191.96,29.96,TRADE
727,NSW1,2016/09/16 04:00:00,6076.91,30.09,TRADE
728,NSW1,2016/09/16 04:30:00,6089.39,30.1,TRADE
729,NSW1,2016/09/16 05:00:00,6227.96,31.44,TRADE
730,NSW1,2016/09/16 05:30:00,6477.93,31.98,TRADE
731,NSW1,2016/09/16 06:00:00,6822.96,32.6,TRADE
732,NSW1,2016/09/16 06:30:00,7472.8,58.97,TRADE
733,NSW1,2016/09/16 07:00:00,7968.28,109.03,TRADE
734,NSW1,2016/09/16 07:30:00,8268.91,69.57,TRADE
735,NSW1,2016/09/16 08:00:00,8461.06,79.81,TRADE
736,NSW1,2016/09/16 08:30:00,8393.48,64.29,TRADE
737,NSW1,2016/09/16 09:00:00,8204.29,55.45,TRADE
738,NSW1,2016/09/16 09:30:00,8082.75,51.72,TRADE
739,NSW1,2016/09/16 10:00:00,7993.46,49.52,TRADE
740,NSW1,2016/09/16 10:30:00,7891.91,49.46,TRADE
741,NSW1,2016/09/16 11:00:00,7835.37,47.99,TRADE
742,NSW1,2016/09/16 11:30:00,7768.27,38.1,TRADE
743,NSW1,2016/09/16 12:00:00,7740.14,41.45,TRADE
744,NSW1,2016/09/16 12:30:00,7657.6,33.98,TRADE
745,NSW1,2016/09/16 13:00:00,7572.89,31.31,TRADE
746,NSW1,2016/09/16 13:30:00,7563.83,33.09,TRADE
747,NSW1,2016/09/16 14:00:00,7512.14,34.28,TRADE
748,NSW1,2016/09/16 14:30:00,7527.28,32.33,TRADE
749,NSW1,2016/09/16 15:00:00,7453.78,30.61,TRADE
750,NSW1,2016/09/16 15:30:00,7563.24,35.92,TRADE
751,NSW1,2016/09/16 16:00:00,7676.72,39.71,TRADE
752,NSW1,2016/09/16 16:30:00,7849.19,48.42,TRADE
753,NSW1,2016/09/16 17:00:00,7961.86,57.91,TRADE
754,NSW1,2016/09/16 17:30:00,8074.81,54.31,TRADE
755,NSW1,2016/09/16 18:00:00,8371.89,67.26,TRADE
756,NSW1,2016/09/16 18:30:00,8665.18,69.41,TRADE
757,NSW1,2016/09/16 19:00:00,8701.06,71.57,TRADE
758,NSW1,2016/09/16 19:30:00,8553.06,57.8,TRADE
759,NSW1,2016/09/16 20:00:00,8427.81,48.9,TRADE
760,NSW1,2016/09/16 20:30:00,8312.25,54.99,TRADE
761,NSW1,2016/09/16 21:00:00,8226.25,52.2,TRADE
762,NSW1,2016/09/16 21:30:00,8047.86,45.13,TRADE
763,NSW1,2016/09/16 22:00:00,7914.12,37.98,TRADE
764,NSW1,2016/09/16 22:30:00,8085.67,64.75,TRADE
765,NSW1,2016/09/16 23:00:00,7929.74,55.13,TRADE
766,NSW1,2016/09/16 23:30:00,7898.13,48.59,TRADE
767,NSW1,2016/09/17 00:00:00,7781.61,45.74,TRADE
768,NSW1,2016/09/17 00:30:00,7550.96,40.75,TRADE
769,NSW1,2016/09/17 01:00:00,7375.64,34.88,TRADE
770,NSW1,2016/09/17 01:30:00,7185.18,33.06,TRADE
771,NSW1,2016/09/17 02:00:00,6958.23,33.04,TRADE
772,NSW1,2016/09/17 02:30:00,6655.13,29.63,TRADE
773,NSW1,2016/09/17 03:00:00,6312.4,29.49,TRADE
774,NSW1,2016/09/17 03:30:00,6163.13,29.32,TRADE
775,NSW1,2016/09/17 04:00:00,6007.89,27.33,TRADE
776,NSW1,2016/09/17 04:30:00,5964.63,26.49,TRADE
777,NSW1,2016/09/17 05:00:00,5963.37,24.59,TRADE
778,NSW1,2016/09/17 05:30:00,6055.66,27.72,TRADE
779,NSW1,2016/09/17 06:00:00,6217.54,29.71,TRADE
780,NSW1,2016/09/17 06:30:00,6465.65,30.17,TRADE
781,NSW1,2016/09/17 07:00:00,6788.49,32.14,TRADE
782,NSW1,2016/09/17 07:30:00,7021.22,32.22,TRADE
783,NSW1,2016/09/17 08:00:00,7287.0,35.26,TRADE
784,NSW1,2016/09/17 08:30:00,7504.48,40.44,TRADE
785,NSW1,2016/09/17 09:00:00,7591.76,41.72,TRADE
786,NSW1,2016/09/17 09:30:00,7672.51,46.61,TRADE
787,NSW1,2016/09/17 10:00:00,7502.22,35.92,TRADE
788,NSW1,2016/09/17 10:30:00,7401.34,32.68,TRADE
789,NSW1,2016/09/17 11:00:00,7268.08,30.92,TRADE
790,NSW1,2016/09/17 11:30:00,7141.04,30.25,TRADE
791,NSW1,2016/09/17 12:00:00,7074.79,30.87,TRADE
792,NSW1,2016/09/17 12:30:00,6969.22,30.62,TRADE
793,NSW1,2016/09/17 13:00:00,6931.29,30.9,TRADE
794,NSW1,2016/09/17 13:30:00,6871.34,30.98,TRADE
795,NSW1,2016/09/17 14:00:00,6892.37,31.49,TRADE
796,NSW1,2016/09/17 14:30:00,6971.24,32.06,TRADE
797,NSW1,2016/09/17 15:00:00,7038.58,33.24,TRADE
798,NSW1,2016/09/17 15:30:00,7105.28,36.43,TRADE
799,NSW1,2016/09/17 16:00:00,7224.61,37.43,TRADE
800,NSW1,2016/09/17 16:30:00,7313.92,38.81,TRADE
801,NSW1,2016/09/17 17:00:00,7506.31,34.2,TRADE
802,NSW1,2016/09/17 17:30:00,7652.48,38.64,TRADE
803,NSW1,2016/09/17 18:00:00,8038.06,57.77,TRADE
804,NSW1,2016/09/17 18:30:00,8337.2,65.91,TRADE
805,NSW1,2016/09/17 19:00:00,8345.91,73.65,TRADE
806,NSW1,2016/09/17 19:30:00,8164.39,54.95,TRADE
807,NSW1,2016/09/17 20:00:00,7962.21,50.66,TRADE
808,NSW1,2016/09/17 20:30:00,7820.29,55.27,TRADE
809,NSW1,2016/09/17 21:00:00,7723.12,44.88,TRADE
810,NSW1,2016/09/17 21:30:00,7597.02,37.46,TRADE
811,NSW1,2016/09/17 22:00:00,7466.12,33.87,TRADE
812,NSW1,2016/09/17 22:30:00,7479.15,36.53,TRADE
813,NSW1,2016/09/17 23:00:00,7300.59,32.79,TRADE
814,NSW1,2016/09/17 23:30:00,7283.89,35.17,TRADE
815,NSW1,2016/09/18 00:00:00,7185.87,33.2,TRADE
816,NSW1,2016/09/18 00:30:00,6988.93,31.25,TRADE
817,NSW1,2016/09/18 01:00:00,6785.6,28.45,TRADE
818,NSW1,2016/09/18 01:30:00,6587.02,30.86,TRADE
