,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
409,NSW1,2015/08/09 13:00:00,7520.46,32.18,TRADE
410,NSW1,2015/08/09 13:30:00,7414.33,32.01,TRADE
411,NSW1,2015/08/09 14:00:00,7328.13,31.96,TRADE
412,NSW1,2015/08/09 14:30:00,7342.5,33.48,TRADE
413,NSW1,2015/08/09 15:00:00,7397.59,32.52,TRADE
414,NSW1,2015/08/09 15:30:00,7522.85,32.52,TRADE
415,NSW1,2015/08/09 16:00:00,7719.41,34.86,TRADE
416,NSW1,2015/08/09 16:30:00,8051.13,35.46,TRADE
417,NSW1,2015/08/09 17:00:00,8495.52,37.01,TRADE
418,NSW1,2015/08/09 17:30:00,9032.25,39.76,TRADE
419,NSW1,2015/08/09 18:00:00,9890.69,98.21,TRADE
420,NSW1,2015/08/09 18:30:00,10250.05,74.75,TRADE
421,NSW1,2015/08/09 19:00:00,10247.72,46.78,TRADE
422,NSW1,2015/08/09 19:30:00,10084.41,36.35,TRADE
423,NSW1,2015/08/09 20:00:00,9863.33,34.96,TRADE
424,NSW1,2015/08/09 20:30:00,9698.3,35.71,TRADE
425,NSW1,2015/08/09 21:00:00,9475.6,35.3,TRADE
426,NSW1,2015/08/09 21:30:00,9195.18,34.69,TRADE
427,NSW1,2015/08/09 22:00:00,8847.75,35.14,TRADE
428,NSW1,2015/08/09 22:30:00,8639.9,37.13,TRADE
429,NSW1,2015/08/09 23:00:00,8255.31,33.54,TRADE
430,NSW1,2015/08/09 23:30:00,8035.28,35.47,TRADE
431,NSW1,2015/08/10 00:00:00,7859.29,36.19,TRADE
432,NSW1,2015/08/10 00:30:00,7598.07,34.85,TRADE
433,NSW1,2015/08/10 01:00:00,7447.04,34.58,TRADE
434,NSW1,2015/08/10 01:30:00,7262.12,32.92,TRADE
435,NSW1,2015/08/10 02:00:00,7077.83,31.91,TRADE
436,NSW1,2015/08/10 02:30:00,6795.89,32.01,TRADE
437,NSW1,2015/08/10 03:00:00,6589.01,31.69,TRADE
438,NSW1,2015/08/10 03:30:00,6480.57,31.56,TRADE
439,NSW1,2015/08/10 04:00:00,6400.54,30.78,TRADE
440,NSW1,2015/08/10 04:30:00,6425.67,27.28,TRADE
441,NSW1,2015/08/10 05:00:00,6583.69,28.91,TRADE
442,NSW1,2015/08/10 05:30:00,6934.01,33.6,TRADE
443,NSW1,2015/08/10 06:00:00,7427.96,25.37,TRADE
444,NSW1,2015/08/10 06:30:00,8322.77,23.65,TRADE
445,NSW1,2015/08/10 07:00:00,9124.85,42.88,TRADE
446,NSW1,2015/08/10 07:30:00,9664.62,42.33,TRADE
447,NSW1,2015/08/10 08:00:00,9951.1,52.05,TRADE
448,NSW1,2015/08/10 08:30:00,9906.31,42.68,TRADE
449,NSW1,2015/08/10 09:00:00,9630.12,36.8,TRADE
450,NSW1,2015/08/10 09:30:00,9471.63,35.85,TRADE
451,NSW1,2015/08/10 10:00:00,9205.94,33.15,TRADE
452,NSW1,2015/08/10 10:30:00,8991.15,31.2,TRADE
453,NSW1,2015/08/10 11:00:00,8806.89,29.48,TRADE
454,NSW1,2015/08/10 11:30:00,8551.38,28.54,TRADE
455,NSW1,2015/08/10 12:00:00,8429.16,28.6,TRADE
456,NSW1,2015/08/10 12:30:00,8351.6,29.62,TRADE
457,NSW1,2015/08/10 13:00:00,8268.21,29.07,TRADE
458,NSW1,2015/08/10 13:30:00,8199.58,30.08,TRADE
459,NSW1,2015/08/10 14:00:00,8106.3,31.27,TRADE
460,NSW1,2015/08/10 14:30:00,8068.31,30.35,TRADE
461,NSW1,2015/08/10 15:00:00,8043.17,29.89,TRADE
462,NSW1,2015/08/10 15:30:00,8075.96,30.34,TRADE
463,NSW1,2015/08/10 16:00:00,8211.88,32.63,TRADE
464,NSW1,2015/08/10 16:30:00,8458.71,31.88,TRADE
465,NSW1,2015/08/10 17:00:00,8838.24,34.01,TRADE
466,NSW1,2015/08/10 17:30:00,9385.31,34.05,TRADE
467,NSW1,2015/08/10 18:00:00,10172.11,57.45,TRADE
468,NSW1,2015/08/10 18:30:00,10508.45,52.89,TRADE
469,NSW1,2015/08/10 19:00:00,10485.32,43.66,TRADE
470,NSW1,2015/08/10 19:30:00,10294.53,35.34,TRADE
471,NSW1,2015/08/10 20:00:00,10055.15,35.49,TRADE
472,NSW1,2015/08/10 20:30:00,9853.91,37.34,TRADE
473,NSW1,2015/08/10 21:00:00,9628.53,35.78,TRADE
474,NSW1,2015/08/10 21:30:00,9283.93,33.57,TRADE
475,NSW1,2015/08/10 22:00:00,8897.91,29.44,TRADE
476,NSW1,2015/08/10 22:30:00,8801.45,29.75,TRADE
477,NSW1,2015/08/10 23:00:00,8466.98,29.29,TRADE
478,NSW1,2015/08/10 23:30:00,8300.35,30.53,TRADE
479,NSW1,2015/08/11 00:00:00,8258.35,30.42,TRADE
480,NSW1,2015/08/11 00:30:00,8122.02,30.07,TRADE
481,NSW1,2015/08/11 01:00:00,7813.05,33.38,TRADE
482,NSW1,2015/08/11 01:30:00,7676.14,35.24,TRADE
483,NSW1,2015/08/11 02:00:00,7423.76,32.11,TRADE
484,NSW1,2015/08/11 02:30:00,7089.07,30.76,TRADE
485,NSW1,2015/08/11 03:00:00,6862.6,30.19,TRADE
486,NSW1,2015/08/11 03:30:00,6676.52,29.86,TRADE
487,NSW1,2015/08/11 04:00:00,6571.93,28.89,TRADE
488,NSW1,2015/08/11 04:30:00,6587.54,29.64,TRADE
489,NSW1,2015/08/11 05:00:00,6719.02,30.46,TRADE
490,NSW1,2015/08/11 05:30:00,7061.16,33.65,TRADE
491,NSW1,2015/08/11 06:00:00,7554.4,28.08,TRADE
492,NSW1,2015/08/11 06:30:00,8475.48,24.55,TRADE
493,NSW1,2015/08/11 07:00:00,9318.25,35.96,TRADE
494,NSW1,2015/08/11 07:30:00,9798.73,37.11,TRADE
495,NSW1,2015/08/11 08:00:00,9951.13,36.79,TRADE
496,NSW1,2015/08/11 08:30:00,9790.91,35.9,TRADE
497,NSW1,2015/08/11 09:00:00,9421.33,34.99,TRADE
498,NSW1,2015/08/11 09:30:00,9176.03,35.04,TRADE
499,NSW1,2015/08/11 10:00:00,8946.32,31.92,TRADE
500,NSW1,2015/08/11 10:30:00,8735.97,31.38,TRADE
501,NSW1,2015/08/11 11:00:00,8532.37,31.41,TRADE
502,NSW1,2015/08/11 11:30:00,8319.99,28.06,TRADE
503,NSW1,2015/08/11 12:00:00,8186.54,26.61,TRADE
504,NSW1,2015/08/11 12:30:00,8110.29,32.47,TRADE
505,NSW1,2015/08/11 13:00:00,8055.43,30.12,TRADE
506,NSW1,2015/08/11 13:30:00,7967.55,30.15,TRADE
507,NSW1,2015/08/11 14:00:00,7989.68,33.91,TRADE
508,NSW1,2015/08/11 14:30:00,7971.23,34.93,TRADE
509,NSW1,2015/08/11 15:00:00,7965.89,34.29,TRADE
510,NSW1,2015/08/11 15:30:00,8032.25,34.56,TRADE
511,NSW1,2015/08/11 16:00:00,8217.32,32.06,TRADE
512,NSW1,2015/08/11 16:30:00,8448.76,34.15,TRADE
513,NSW1,2015/08/11 17:00:00,8774.96,34.49,TRADE
514,NSW1,2015/08/11 17:30:00,9280.02,37.56,TRADE
515,NSW1,2015/08/11 18:00:00,10070.09,67.61,TRADE
516,NSW1,2015/08/11 18:30:00,10389.52,62.71,TRADE
517,NSW1,2015/08/11 19:00:00,10431.6,44.92,TRADE
518,NSW1,2015/08/11 19:30:00,10238.29,39.46,TRADE
519,NSW1,2015/08/11 20:00:00,10119.06,35.76,TRADE
520,NSW1,2015/08/11 20:30:00,9937.48,35.45,TRADE
521,NSW1,2015/08/11 21:00:00,9722.64,34.97,TRADE
522,NSW1,2015/08/11 21:30:00,9456.62,34.86,TRADE
523,NSW1,2015/08/11 22:00:00,9107.46,34.9,TRADE
524,NSW1,2015/08/11 22:30:00,9067.07,39.94,TRADE
525,NSW1,2015/08/11 23:00:00,8752.43,34.65,TRADE
526,NSW1,2015/08/11 23:30:00,8619.96,35.39,TRADE
527,NSW1,2015/08/12 00:00:00,8436.45,35.36,TRADE
528,NSW1,2015/08/12 00:30:00,8249.83,36.22,TRADE
529,NSW1,2015/08/12 01:00:00,8047.15,36.02,TRADE
530,NSW1,2015/08/12 01:30:00,7860.88,39.51,TRADE
531,NSW1,2015/08/12 02:00:00,7653.42,35.03,TRADE
532,NSW1,2015/08/12 02:30:00,7338.84,34.82,TRADE
533,NSW1,2015/08/12 03:00:00,7014.74,34.31,TRADE
534,NSW1,2015/08/12 03:30:00,6799.33,36.6,TRADE
535,NSW1,2015/08/12 04:00:00,6736.93,34.86,TRADE
536,NSW1,2015/08/12 04:30:00,6705.6,30.61,TRADE
537,NSW1,2015/08/12 05:00:00,6815.49,34.88,TRADE
538,NSW1,2015/08/12 05:30:00,7205.54,39.51,TRADE
539,NSW1,2015/08/12 06:00:00,7669.13,28.65,TRADE
540,NSW1,2015/08/12 06:30:00,8614.73,35.56,TRADE
541,NSW1,2015/08/12 07:00:00,9432.01,41.65,TRADE
542,NSW1,2015/08/12 07:30:00,9974.18,47.69,TRADE
543,NSW1,2015/08/12 08:00:00,10216.97,72.24,TRADE
544,NSW1,2015/08/12 08:30:00,10113.53,54.03,TRADE
545,NSW1,2015/08/12 09:00:00,9846.32,42.73,TRADE
546,NSW1,2015/08/12 09:30:00,9724.84,41.16,TRADE
547,NSW1,2015/08/12 10:00:00,9489.83,35.7,TRADE
548,NSW1,2015/08/12 10:30:00,9259.24,35.33,TRADE
549,NSW1,2015/08/12 11:00:00,9263.9,35.94,TRADE
550,NSW1,2015/08/12 11:30:00,9180.06,35.15,TRADE
551,NSW1,2015/08/12 12:00:00,9272.61,36.03,TRADE
552,NSW1,2015/08/12 12:30:00,9362.42,36.2,TRADE
553,NSW1,2015/08/12 13:00:00,9410.63,35.87,TRADE
554,NSW1,2015/08/12 13:30:00,9090.92,35.97,TRADE
555,NSW1,2015/08/12 14:00:00,8831.93,35.49,TRADE
556,NSW1,2015/08/12 14:30:00,8678.45,31.23,TRADE
557,NSW1,2015/08/12 15:00:00,8616.62,28.84,TRADE
558,NSW1,2015/08/12 15:30:00,8696.95,29.23,TRADE
559,NSW1,2015/08/12 16:00:00,8937.13,35.27,TRADE
560,NSW1,2015/08/12 16:30:00,9215.58,34.38,TRADE
561,NSW1,2015/08/12 17:00:00,9654.98,36.91,TRADE
562,NSW1,2015/08/12 17:30:00,10253.4,44.5,TRADE
563,NSW1,2015/08/12 18:00:00,11069.08,68.04,TRADE
564,NSW1,2015/08/12 18:30:00,11329.6,45.93,TRADE
565,NSW1,2015/08/12 19:00:00,11291.8,49.22,TRADE
566,NSW1,2015/08/12 19:30:00,11071.65,43.77,TRADE
567,NSW1,2015/08/12 20:00:00,10876.9,47.35,TRADE
568,NSW1,2015/08/12 20:30:00,10709.51,43.68,TRADE
569,NSW1,2015/08/12 21:00:00,10431.97,40.92,TRADE
570,NSW1,2015/08/12 21:30:00,10137.05,38.36,TRADE
571,NSW1,2015/08/12 22:00:00,9670.95,33.86,TRADE
572,NSW1,2015/08/12 22:30:00,9480.75,38.28,TRADE
573,NSW1,2015/08/12 23:00:00,9101.53,32.99,TRADE
574,NSW1,2015/08/12 23:30:00,8849.85,33.62,TRADE
575,NSW1,2015/08/13 00:00:00,8716.56,35.1,TRADE
576,NSW1,2015/08/13 00:30:00,8523.0,39.35,TRADE
577,NSW1,2015/08/13 01:00:00,8317.66,36.03,TRADE
578,NSW1,2015/08/13 01:30:00,8035.71,37.64,TRADE
579,NSW1,2015/08/13 02:00:00,7781.17,35.68,TRADE
580,NSW1,2015/08/13 02:30:00,7426.47,35.09,TRADE
581,NSW1,2015/08/13 03:00:00,7122.19,34.28,TRADE
582,NSW1,2015/08/13 03:30:00,6915.66,34.15,TRADE
583,NSW1,2015/08/13 04:00:00,6785.39,30.95,TRADE
584,NSW1,2015/08/13 04:30:00,6766.21,32.71,TRADE
585,NSW1,2015/08/13 05:00:00,6905.16,35.52,TRADE
586,NSW1,2015/08/13 05:30:00,7260.27,35.57,TRADE
587,NSW1,2015/08/13 06:00:00,7700.14,35.35,TRADE
588,NSW1,2015/08/13 06:30:00,8629.69,33.72,TRADE
589,NSW1,2015/08/13 07:00:00,9471.0,43.24,TRADE
590,NSW1,2015/08/13 07:30:00,9927.87,42.55,TRADE
591,NSW1,2015/08/13 08:00:00,10172.22,46.09,TRADE
592,NSW1,2015/08/13 08:30:00,9981.39,39.99,TRADE
593,NSW1,2015/08/13 09:00:00,9669.98,35.0,TRADE
594,NSW1,2015/08/13 09:30:00,9511.17,35.85,TRADE
595,NSW1,2015/08/13 10:00:00,9298.87,36.09,TRADE
596,NSW1,2015/08/13 10:30:00,9085.74,36.01,TRADE
597,NSW1,2015/08/13 11:00:00,8879.81,35.47,TRADE
598,NSW1,2015/08/13 11:30:00,8651.57,34.28,TRADE
599,NSW1,2015/08/13 12:00:00,8478.81,33.61,TRADE
600,NSW1,2015/08/13 12:30:00,8384.83,31.25,TRADE
601,NSW1,2015/08/13 13:00:00,8253.45,30.26,TRADE
602,NSW1,2015/08/13 13:30:00,8181.7,31.24,TRADE
603,NSW1,2015/08/13 14:00:00,8129.23,31.84,TRADE
604,NSW1,2015/08/13 14:30:00,8116.53,31.89,TRADE
605,NSW1,2015/08/13 15:00:00,8107.11,34.91,TRADE
606,NSW1,2015/08/13 15:30:00,8154.26,34.64,TRADE
607,NSW1,2015/08/13 16:00:00,8350.94,35.18,TRADE
608,NSW1,2015/08/13 16:30:00,8593.26,34.3,TRADE
609,NSW1,2015/08/13 17:00:00,8977.62,39.75,TRADE
610,NSW1,2015/08/13 17:30:00,9553.45,35.85,TRADE
611,NSW1,2015/08/13 18:00:00,10399.55,40.56,TRADE
612,NSW1,2015/08/13 18:30:00,10824.29,48.07,TRADE
613,NSW1,2015/08/13 19:00:00,10796.43,46.23,TRADE
614,NSW1,2015/08/13 19:30:00,10654.73,39.53,TRADE
615,NSW1,2015/08/13 20:00:00,10471.28,36.03,TRADE
616,NSW1,2015/08/13 20:30:00,10313.2,36.88,TRADE
617,NSW1,2015/08/13 21:00:00,10137.27,36.18,TRADE
618,NSW1,2015/08/13 21:30:00,9847.81,35.27,TRADE
619,NSW1,2015/08/13 22:00:00,9552.87,34.91,TRADE
620,NSW1,2015/08/13 22:30:00,9401.98,37.01,TRADE
621,NSW1,2015/08/13 23:00:00,9040.49,33.43,TRADE
622,NSW1,2015/08/13 23:30:00,8864.14,35.56,TRADE
623,NSW1,2015/08/14 00:00:00,8688.82,34.63,TRADE
624,NSW1,2015/08/14 00:30:00,8414.16,36.02,TRADE
625,NSW1,2015/08/14 01:00:00,8210.15,35.35,TRADE
626,NSW1,2015/08/14 01:30:00,8004.82,37.07,TRADE
627,NSW1,2015/08/14 02:00:00,7833.92,38.02,TRADE
628,NSW1,2015/08/14 02:30:00,7469.6,35.84,TRADE
629,NSW1,2015/08/14 03:00:00,7177.33,34.94,TRADE
630,NSW1,2015/08/14 03:30:00,6977.53,34.91,TRADE
631,NSW1,2015/08/14 04:00:00,6874.86,34.83,TRADE
632,NSW1,2015/08/14 04:30:00,6875.01,34.93,TRADE
633,NSW1,2015/08/14 05:00:00,6984.23,36.43,TRADE
634,NSW1,2015/08/14 05:30:00,7386.25,41.09,TRADE
635,NSW1,2015/08/14 06:00:00,7853.28,30.61,TRADE
636,NSW1,2015/08/14 06:30:00,8684.91,35.18,TRADE
637,NSW1,2015/08/14 07:00:00,9515.63,50.6,TRADE
638,NSW1,2015/08/14 07:30:00,10062.45,52.86,TRADE
639,NSW1,2015/08/14 08:00:00,10330.38,52.3,TRADE
640,NSW1,2015/08/14 08:30:00,10225.45,42.92,TRADE
641,NSW1,2015/08/14 09:00:00,9864.6,36.19,TRADE
642,NSW1,2015/08/14 09:30:00,9723.05,36.25,TRADE
643,NSW1,2015/08/14 10:00:00,9522.72,36.03,TRADE
644,NSW1,2015/08/14 10:30:00,9201.75,33.59,TRADE
645,NSW1,2015/08/14 11:00:00,9021.36,34.53,TRADE
646,NSW1,2015/08/14 11:30:00,8765.07,32.36,TRADE
647,NSW1,2015/08/14 12:00:00,8593.9,29.69,TRADE
648,NSW1,2015/08/14 12:30:00,8506.06,31.37,TRADE
649,NSW1,2015/08/14 13:00:00,8372.21,29.71,TRADE
650,NSW1,2015/08/14 13:30:00,8246.94,32.74,TRADE
651,NSW1,2015/08/14 14:00:00,8195.91,32.2,TRADE
652,NSW1,2015/08/14 14:30:00,8158.96,31.32,TRADE
653,NSW1,2015/08/14 15:00:00,8123.7,32.37,TRADE
654,NSW1,2015/08/14 15:30:00,8131.45,31.7,TRADE
655,NSW1,2015/08/14 16:00:00,8278.11,33.57,TRADE
656,NSW1,2015/08/14 16:30:00,8566.89,31.91,TRADE
657,NSW1,2015/08/14 17:00:00,8857.73,36.28,TRADE
658,NSW1,2015/08/14 17:30:00,9309.23,34.09,TRADE
659,NSW1,2015/08/14 18:00:00,9993.9,39.75,TRADE
660,NSW1,2015/08/14 18:30:00,10252.98,35.95,TRADE
661,NSW1,2015/08/14 19:00:00,10265.93,34.38,TRADE
662,NSW1,2015/08/14 19:30:00,10066.27,34.53,TRADE
663,NSW1,2015/08/14 20:00:00,9935.87,36.51,TRADE
664,NSW1,2015/08/14 20:30:00,9873.28,38.01,TRADE
665,NSW1,2015/08/14 21:00:00,9700.92,36.0,TRADE
666,NSW1,2015/08/14 21:30:00,9538.81,36.04,TRADE
667,NSW1,2015/08/14 22:00:00,9233.9,35.46,TRADE
668,NSW1,2015/08/14 22:30:00,9256.84,42.56,TRADE
669,NSW1,2015/08/14 23:00:00,8954.71,36.5,TRADE
670,NSW1,2015/08/14 23:30:00,8856.92,36.62,TRADE
671,NSW1,2015/08/15 00:00:00,8766.07,36.01,TRADE
672,NSW1,2015/08/15 00:30:00,8550.93,35.9,TRADE
673,NSW1,2015/08/15 01:00:00,8275.53,35.9,TRADE
674,NSW1,2015/08/15 01:30:00,8062.54,35.92,TRADE
675,NSW1,2015/08/15 02:00:00,7745.3,35.63,TRADE
676,NSW1,2015/08/15 02:30:00,7381.73,35.18,TRADE
677,NSW1,2015/08/15 03:00:00,7123.14,34.82,TRADE
678,NSW1,2015/08/15 03:30:00,6865.12,34.91,TRADE
679,NSW1,2015/08/15 04:00:00,6745.83,34.75,TRADE
680,NSW1,2015/08/15 04:30:00,6656.19,32.13,TRADE
681,NSW1,2015/08/15 05:00:00,6658.06,32.93,TRADE
682,NSW1,2015/08/15 05:30:00,6785.09,33.73,TRADE
683,NSW1,2015/08/15 06:00:00,7011.86,36.83,TRADE
684,NSW1,2015/08/15 06:30:00,7330.3,35.21,TRADE
685,NSW1,2015/08/15 07:00:00,7727.0,35.27,TRADE
686,NSW1,2015/08/15 07:30:00,8193.01,35.58,TRADE
687,NSW1,2015/08/15 08:00:00,8643.25,37.04,TRADE
688,NSW1,2015/08/15 08:30:00,8894.23,37.04,TRADE
689,NSW1,2015/08/15 09:00:00,8982.01,36.98,TRADE
690,NSW1,2015/08/15 09:30:00,9002.33,38.08,TRADE
691,NSW1,2015/08/15 10:00:00,8756.51,36.9,TRADE
692,NSW1,2015/08/15 10:30:00,8613.88,35.98,TRADE
693,NSW1,2015/08/15 11:00:00,8390.61,34.56,TRADE
694,NSW1,2015/08/15 11:30:00,8153.86,32.94,TRADE
695,NSW1,2015/08/15 12:00:00,8037.69,32.96,TRADE
696,NSW1,2015/08/15 12:30:00,7946.61,33.02,TRADE
697,NSW1,2015/08/15 13:00:00,7902.6,33.03,TRADE
698,NSW1,2015/08/15 13:30:00,7828.76,34.15,TRADE
699,NSW1,2015/08/15 14:00:00,7820.33,34.95,TRADE
700,NSW1,2015/08/15 14:30:00,7830.92,34.86,TRADE
701,NSW1,2015/08/15 15:00:00,7863.31,34.88,TRADE
702,NSW1,2015/08/15 15:30:00,7906.21,35.34,TRADE
703,NSW1,2015/08/15 16:00:00,7992.2,35.26,TRADE
704,NSW1,2015/08/15 16:30:00,8212.73,35.49,TRADE
705,NSW1,2015/08/15 17:00:00,8509.87,36.19,TRADE
706,NSW1,2015/08/15 17:30:00,8925.87,36.22,TRADE
707,NSW1,2015/08/15 18:00:00,9506.69,42.9,TRADE
708,NSW1,2015/08/15 18:30:00,9718.72,43.44,TRADE
709,NSW1,2015/08/15 19:00:00,9652.54,42.04,TRADE
710,NSW1,2015/08/15 19:30:00,9385.65,36.21,TRADE
711,NSW1,2015/08/15 20:00:00,9190.87,38.62,TRADE
712,NSW1,2015/08/15 20:30:00,9029.37,41.79,TRADE
713,NSW1,2015/08/15 21:00:00,8875.07,36.08,TRADE
714,NSW1,2015/08/15 21:30:00,8695.95,35.99,TRADE
715,NSW1,2015/08/15 22:00:00,8474.74,35.85,TRADE
716,NSW1,2015/08/15 22:30:00,8413.48,36.29,TRADE
717,NSW1,2015/08/15 23:00:00,8224.07,35.52,TRADE
718,NSW1,2015/08/15 23:30:00,8143.76,35.12,TRADE
719,NSW1,2015/08/16 00:00:00,7988.81,33.97,TRADE
720,NSW1,2015/08/16 00:30:00,7692.04,33.13,TRADE
721,NSW1,2015/08/16 01:00:00,7454.27,33.97,TRADE
722,NSW1,2015/08/16 01:30:00,7251.15,34.3,TRADE
723,NSW1,2015/08/16 02:00:00,7121.52,36.5,TRADE
724,NSW1,2015/08/16 02:30:00,6809.76,34.49,TRADE
725,NSW1,2015/08/16 03:00:00,6610.06,34.34,TRADE
726,NSW1,2015/08/16 03:30:00,6434.5,32.33,TRADE
727,NSW1,2015/08/16 04:00:00,6368.17,31.71,TRADE
728,NSW1,2015/08/16 04:30:00,6333.56,30.72,TRADE
729,NSW1,2015/08/16 05:00:00,6313.6,30.06,TRADE
730,NSW1,2015/08/16 05:30:00,6438.18,31.98,TRADE
731,NSW1,2015/08/16 06:00:00,6553.86,30.88,TRADE
732,NSW1,2015/08/16 06:30:00,6816.2,29.96,TRADE
733,NSW1,2015/08/16 07:00:00,7051.53,28.9,TRADE
734,NSW1,2015/08/16 07:30:00,7360.0,26.19,TRADE
735,NSW1,2015/08/16 08:00:00,7695.85,28.78,TRADE
736,NSW1,2015/08/16 08:30:00,7993.88,32.17,TRADE
737,NSW1,2015/08/16 09:00:00,8121.04,32.54,TRADE
738,NSW1,2015/08/16 09:30:00,8113.66,32.01,TRADE
739,NSW1,2015/08/16 10:00:00,7975.74,32.82,TRADE
740,NSW1,2015/08/16 10:30:00,7859.75,30.31,TRADE
741,NSW1,2015/08/16 11:00:00,7688.68,26.74,TRADE
742,NSW1,2015/08/16 11:30:00,7445.15,25.75,TRADE
743,NSW1,2015/08/16 12:00:00,7308.88,25.49,TRADE
744,NSW1,2015/08/16 12:30:00,7199.26,26.5,TRADE
745,NSW1,2015/08/16 13:00:00,7095.47,25.95,TRADE
746,NSW1,2015/08/16 13:30:00,7075.34,25.49,TRADE
747,NSW1,2015/08/16 14:00:00,7017.47,25.47,TRADE
748,NSW1,2015/08/16 14:30:00,7025.04,26.11,TRADE
749,NSW1,2015/08/16 15:00:00,7034.93,26.03,TRADE
750,NSW1,2015/08/16 15:30:00,7179.06,29.91,TRADE
751,NSW1,2015/08/16 16:00:00,7332.47,31.47,TRADE
752,NSW1,2015/08/16 16:30:00,7587.48,29.73,TRADE
753,NSW1,2015/08/16 17:00:00,7861.55,30.94,TRADE
754,NSW1,2015/08/16 17:30:00,8255.81,32.6,TRADE
755,NSW1,2015/08/16 18:00:00,8983.51,36.16,TRADE
756,NSW1,2015/08/16 18:30:00,9375.08,36.02,TRADE
757,NSW1,2015/08/16 19:00:00,9364.78,35.85,TRADE
758,NSW1,2015/08/16 19:30:00,9172.88,34.38,TRADE
759,NSW1,2015/08/16 20:00:00,8949.93,34.57,TRADE
760,NSW1,2015/08/16 20:30:00,8846.37,33.6,TRADE
761,NSW1,2015/08/16 21:00:00,8675.37,32.1,TRADE
762,NSW1,2015/08/16 21:30:00,8456.25,31.19,TRADE
763,NSW1,2015/08/16 22:00:00,8211.42,30.31,TRADE
764,NSW1,2015/08/16 22:30:00,8085.05,28.88,TRADE
765,NSW1,2015/08/16 23:00:00,7856.74,27.24,TRADE
766,NSW1,2015/08/16 23:30:00,7710.1,26.78,TRADE
767,NSW1,2015/08/17 00:00:00,7520.44,25.85,TRADE
768,NSW1,2015/08/17 00:30:00,7357.13,28.49,TRADE
769,NSW1,2015/08/17 01:00:00,7209.79,31.43,TRADE
770,NSW1,2015/08/17 01:30:00,7071.14,29.9,TRADE
771,NSW1,2015/08/17 02:00:00,6868.02,27.25,TRADE
772,NSW1,2015/08/17 02:30:00,6618.68,28.83,TRADE
773,NSW1,2015/08/17 03:00:00,6456.8,23.29,TRADE
774,NSW1,2015/08/17 03:30:00,6355.51,21.13,TRADE
775,NSW1,2015/08/17 04:00:00,6265.89,19.37,TRADE
776,NSW1,2015/08/17 04:30:00,6306.8,19.11,TRADE
777,NSW1,2015/08/17 05:00:00,6413.08,26.44,TRADE
778,NSW1,2015/08/17 05:30:00,6788.39,27.88,TRADE
779,NSW1,2015/08/17 06:00:00,7259.19,31.29,TRADE
780,NSW1,2015/08/17 06:30:00,8136.29,28.61,TRADE
781,NSW1,2015/08/17 07:00:00,8923.88,37.16,TRADE
782,NSW1,2015/08/17 07:30:00,9367.66,34.64,TRADE
783,NSW1,2015/08/17 08:00:00,9602.01,36.02,TRADE
784,NSW1,2015/08/17 08:30:00,9514.1,34.81,TRADE
785,NSW1,2015/08/17 09:00:00,9287.97,34.32,TRADE
786,NSW1,2015/08/17 09:30:00,9129.33,33.15,TRADE
787,NSW1,2015/08/17 10:00:00,8971.54,32.86,TRADE
788,NSW1,2015/08/17 10:30:00,8853.71,34.24,TRADE
789,NSW1,2015/08/17 11:00:00,8689.27,34.93,TRADE
790,NSW1,2015/08/17 11:30:00,8534.27,32.68,TRADE
791,NSW1,2015/08/17 12:00:00,8426.61,31.24,TRADE
792,NSW1,2015/08/17 12:30:00,8346.46,30.8,TRADE
793,NSW1,2015/08/17 13:00:00,8256.71,31.65,TRADE
794,NSW1,2015/08/17 13:30:00,8160.06,32.0,TRADE
795,NSW1,2015/08/17 14:00:00,8137.1,32.2,TRADE
796,NSW1,2015/08/17 14:30:00,8175.41,33.0,TRADE
797,NSW1,2015/08/17 15:00:00,8119.41,32.11,TRADE
798,NSW1,2015/08/17 15:30:00,8131.0,32.21,TRADE
799,NSW1,2015/08/17 16:00:00,8298.46,33.85,TRADE
800,NSW1,2015/08/17 16:30:00,8504.99,31.95,TRADE
801,NSW1,2015/08/17 17:00:00,8904.91,32.01,TRADE
802,NSW1,2015/08/17 17:30:00,9378.32,35.02,TRADE
803,NSW1,2015/08/17 18:00:00,10113.48,43.35,TRADE
804,NSW1,2015/08/17 18:30:00,10436.93,40.56,TRADE
805,NSW1,2015/08/17 19:00:00,10418.08,40.07,TRADE
806,NSW1,2015/08/17 19:30:00,10170.97,35.73,TRADE
807,NSW1,2015/08/17 20:00:00,10042.22,35.82,TRADE
808,NSW1,2015/08/17 20:30:00,9761.12,33.43,TRADE
809,NSW1,2015/08/17 21:00:00,9496.32,34.78,TRADE
810,NSW1,2015/08/17 21:30:00,9275.68,33.44,TRADE
811,NSW1,2015/08/17 22:00:00,8945.19,31.24,TRADE
812,NSW1,2015/08/17 22:30:00,8751.28,34.9,TRADE
813,NSW1,2015/08/17 23:00:00,8526.35,35.18,TRADE
814,NSW1,2015/08/17 23:30:00,8370.81,33.82,TRADE
815,NSW1,2015/08/18 00:00:00,8258.4,34.17,TRADE
816,NSW1,2015/08/18 00:30:00,8057.86,35.98,TRADE
817,NSW1,2015/08/18 01:00:00,7894.08,36.03,TRADE
818,NSW1,2015/08/18 01:30:00,7735.93,37.66,TRADE
